,customer_id,is_churn_1_days
300,C02502,0
301,C00526,0
302,C01375,1
303,C00898,0
304,C00377,0
305,C01726,1
306,C02682,0
307,C02722,1
308,C00386,1
309,C00198,0
310,C01050,1
311,C00590,0
312,C00519,1
313,C02950,1
314,C00429,1
315,C01083,0
316,C00207,1
317,C00491,1
318,C01609,0
319,C02912,1
320,C00792,0
321,C02019,0
322,C01186,1
323,C01185,1
324,C02181,0
325,C01340,1
326,C02232,1
327,C00083,1
328,C02369,0
329,C02226,1
330,C00020,0
331,C01378,1
332,C01558,1
333,C01938,1
334,C02837,1
335,C01937,1
336,C00973,0
337,C02789,0
338,C00883,0
339,C01098,1
340,C00156,1
341,C02276,1
342,C00886,1
343,C02998,0
344,C01591,0
345,C02478,0
346,C02717,1
347,C02534,0
348,C02117,1
349,C01472,1
350,C02648,1
351,C00458,1
352,C02498,1
353,C00078,1
354,C02914,0
355,C01056,0
356,C00906,0
357,C01563,1
358,C02426,1
359,C02696,1
360,C00380,1
361,C00947,1
362,C01712,1
363,C02756,1
364,C00715,0
365,C01913,1
366,C00686,0
367,C02670,0
368,C01293,0
369,C00305,0
370,C00209,1
371,C02011,0
372,C02221,0
373,C02975,1
374,C01537,0
375,C00885,1
376,C01859,1
377,C00917,1
378,C01886,0
379,C01660,0
380,C00191,1
381,C01747,1
382,C02131,0
383,C01265,0
384,C00483,1
385,C00915,1
386,C02599,0
387,C00277,0
388,C00988,0
389,C01987,1
390,C01894,0
391,C01869,1
392,C00571,1
393,C00993,1
394,C02795,1
395,C02946,0
396,C00585,1
397,C02328,1
398,C02993,1
399,C01349,1
400,C02900,0
401,C00674,0
402,C02590,1
403,C00855,1
404,C00447,1
405,C01419,0
406,C02229,1
407,C01616,1
408,C02258,1
409,C02821,0
410,C02753,1
411,C01716,1
412,C02671,0
413,C01247,1
414,C00294,1
415,C00588,0
416,C01281,1
417,C01422,0
418,C02349,1
419,C01426,1
420,C02252,0
421,C00425,0
422,C00534,1
423,C01054,1
424,C01864,1
425,C02504,0
426,C01425,1
427,C00132,1
428,C01837,1
429,C01825,0
430,C00421,0
431,C02658,0
432,C02028,1
433,C02989,0
434,C01368,1
435,C00556,1
436,C02043,1
437,C01486,0
438,C02679,1
439,C00570,1
440,C00352,1
441,C00091,0
442,C02562,0
443,C02533,0
444,C01170,0
445,C02248,1
446,C01285,1
447,C01702,1
448,C01468,1
449,C01907,1
450,C01477,1
451,C00697,0
452,C02506,1
453,C00348,0
454,C01644,1
455,C02346,0
456,C02431,0
457,C02168,1
458,C01137,1
459,C01797,1
460,C01544,1
461,C02836,1
462,C02820,1
463,C01339,1
464,C02490,1
465,C00453,0
466,C00913,1
467,C01199,0
468,C01274,0
469,C01866,0
470,C00037,1
471,C00974,0
472,C02770,1
473,C00983,1
474,C01805,1
475,C01961,1
476,C01418,0
477,C01284,1
478,C00039,0
479,C02540,1
480,C00169,0
481,C01355,1
482,C00737,1
483,C01590,1
484,C02699,1
485,C01897,1
486,C00634,1
487,C02647,1
488,C01918,1
489,C01290,1
490,C01380,1
491,C00579,0
492,C00328,1
493,C01642,0
494,C00892,0
495,C01849,0
496,C00780,0
497,C00159,0
498,C01545,1
499,C01933,1
500,C02978,1
501,C00061,1
502,C00849,1
503,C02129,1
504,C02892,1
505,C01043,1
506,C02496,1
507,C02260,0
508,C02121,1
509,C01070,1
510,C00053,1
511,C00258,0
512,C00505,1
513,C00752,1
514,C01978,1
515,C02947,1
516,C02410,1
517,C01517,0
518,C02997,0
519,C02273,0
520,C01389,1
521,C01266,1
522,C02466,1
523,C01711,0
524,C00771,0
525,C02802,1
526,C01807,1
527,C02685,0
528,C01085,1
529,C02257,1
530,C01532,0
531,C01325,1
532,C02119,1
533,C01812,0
534,C01714,0
535,C02034,0
536,C02423,1
537,C02434,1
538,C01681,1
539,C02227,1
540,C01163,0
541,C00963,0
542,C02902,0
543,C01662,0
544,C00398,0
545,C00584,1
546,C00948,1
547,C00704,1
548,C00431,1
549,C00292,1
550,C00145,0
551,C00323,0
552,C02108,0
553,C01165,1
554,C01452,1
555,C00002,1
556,C00576,0
557,C02657,0
558,C00339,0
559,C02539,0
560,C02935,1
561,C00925,0
562,C00265,1
563,C00376,0
564,C02022,1
565,C01463,0
566,C00271,1
567,C00696,1
568,C02973,0
569,C00244,1
570,C02813,1
571,C00476,0
572,C02785,0
573,C02843,1
574,C02298,1
575,C02448,0
576,C02783,0
577,C02953,1
578,C02982,1
579,C02159,1
580,C00250,1
581,C00413,1
582,C00545,1
583,C01193,0
584,C00738,1
585,C00310,0
586,C01979,1
587,C00893,0
588,C01131,0
589,C01449,1
590,C02907,0
591,C00015,1
592,C01950,1
593,C00721,1
594,C01420,1
595,C02633,0
596,C00981,0
597,C01874,1
598,C01539,1
599,C02530,1
600,C01550,1
601,C02422,1
602,C00363,1
603,C02768,1
604,C00182,0
605,C00985,0
606,C01990,0
607,C01194,1
608,C01769,0
609,C01675,1
610,C01121,1
611,C00187,0
612,C00619,1
613,C01612,1
614,C01175,1
615,C01182,1
616,C02384,1
617,C02715,1
618,C00614,0
619,C01513,1
620,C01466,0
621,C00401,1
622,C00994,1
623,C00934,1
624,C00371,1
625,C01922,1
626,C02306,0
627,C00593,0
628,C01910,0
629,C00726,1
630,C00826,1
631,C01674,1
632,C00687,0
633,C02215,0
634,C00136,1
635,C02764,1
636,C00628,0
637,C00334,1
638,C00390,1
639,C02309,1
640,C01109,0
641,C01737,0
642,C02698,1
643,C00710,1
644,C01039,1
645,C02714,1
646,C01850,1
647,C02595,0
648,C01561,1
649,C02757,1
650,C01594,1
651,C02750,1
652,C01112,1
653,C00465,1
654,C01560,0
655,C01223,1
656,C01953,1
657,C02966,1
658,C02348,1
659,C01508,0
660,C01104,1
661,C01988,0
662,C00338,1
663,C00215,1
664,C01615,0
665,C01916,1
666,C02514,1
667,C02804,1
668,C01592,0
669,C02240,0
670,C01684,1
671,C02522,1
672,C00816,0
673,C01067,1
674,C02003,1
675,C00274,1
676,C02244,1
677,C00865,0
678,C00101,1
679,C01501,1
680,C02149,0
681,C00171,1
682,C00107,1
683,C01862,0
684,C01521,0
685,C02987,1
686,C02202,1
687,C02054,0
688,C01764,1
689,C02033,0
690,C01962,1
691,C02250,1
692,C02340,0
693,C02575,1
694,C01924,0
695,C00295,0
696,C00712,1
697,C00072,1
698,C01952,1
699,C02269,1
700,C02561,1
701,C02885,1
702,C00481,0
703,C02218,1
704,C01530,1
705,C02115,1
706,C01514,0
707,C02960,1
708,C01490,0
709,C01171,1
710,C02452,0
711,C02429,1
712,C02073,0
713,C02216,1
714,C02271,0
715,C00405,0
716,C00757,1
717,C01956,0
718,C02184,0
719,C01951,1
720,C00097,0
721,C01333,1
722,C02389,0
723,C00743,1
724,C00806,0
725,C02769,0
726,C01896,1
727,C02499,1
728,C01535,0
729,C02050,1
730,C02010,1
731,C00148,0
732,C02554,1
733,C02053,1
734,C01902,0
735,C01315,1
736,C00692,1
737,C00818,1
738,C01728,1
739,C01386,1
740,C02281,0
741,C02733,1
742,C01599,1
743,C02610,0
744,C02457,1
745,C00701,0
746,C01878,1
747,C02656,1
748,C00921,1
749,C01424,0
750,C01708,1
751,C00905,0
752,C00454,1
753,C02185,0
754,C02304,0
755,C01771,1
756,C00167,1
757,C00730,0
758,C02188,0
759,C01310,1
760,C00026,0
761,C02059,1
762,C01652,0
763,C01622,1
764,C00587,1
765,C02016,0
766,C00997,1
767,C01176,1
768,C01700,1
769,C01040,1
770,C00033,0
771,C01809,1
772,C02626,0
773,C01379,1
774,C00041,0
775,C01791,1
776,C02189,1
777,C02606,1
778,C01972,1
779,C02289,0
780,C01925,0
781,C00609,0
782,C01132,1
783,C00028,1
784,C00441,0
785,C02355,0
786,C02798,0
787,C00493,0
788,C01258,1
789,C01301,1
790,C02365,0
791,C01382,1
792,C01304,0
793,C00236,1
794,C00551,1
795,C00520,1
796,C02446,0
797,C01232,1
798,C01138,1
799,C00720,1
800,C00735,1
801,C02653,0
802,C01750,1
803,C00058,1
804,C00631,0
805,C01181,1
806,C02203,0
807,C00592,1
808,C01303,0
809,C01387,1
810,C02615,0
811,C02630,1
812,C01845,0
813,C00939,1
814,C02788,1
815,C01249,1
816,C00904,1
817,C02543,1
818,C01279,1
819,C02402,1
820,C02959,0
821,C02126,1
822,C02387,1
823,C02042,0
824,C01142,1
825,C02381,1
826,C00706,1
827,C02641,0
828,C01022,0
829,C00745,1
830,C01546,0
831,C02357,1
832,C02046,1
833,C00513,1
834,C00081,0
835,C02661,1
836,C01308,1
837,C02495,1
838,C00914,1
839,C01404,1
840,C01647,1
841,C02760,1
842,C01108,1
843,C00150,0
844,C02726,0
845,C00774,1
846,C00329,0
847,C00006,1
848,C00943,0
849,C00822,0
850,C00734,1
851,C00909,1
852,C00468,1
853,C00181,0
854,C00164,1
855,C01523,0
856,C00451,1
857,C00490,0
858,C02004,1
859,C01143,1
860,C01311,0
861,C02242,1
862,C01111,1
863,C02854,1
864,C01977,1
865,C01441,0
866,C01889,1
867,C01006,1
868,C01627,1
869,C01632,1
870,C01074,1
871,C00578,1
872,C02727,1
873,C02345,0
874,C02263,0
875,C02302,1
876,C00327,1
877,C01790,1
878,C00442,1
879,C01858,0
880,C02170,0
881,C02832,0
882,C00832,1
883,C02374,1
884,C02103,0
885,C01414,1
886,C01201,0
887,C02314,1
888,C01499,1
889,C02877,1
890,C00086,0
891,C01403,1
892,C02926,0
893,C01481,1
894,C00777,0
895,C00799,1
896,C01666,1
897,C00054,0
898,C02362,0
899,C01287,1
900,C01667,0
901,C02586,0
902,C02154,1
903,C01701,0
904,C01245,1
905,C00113,1
906,C02806,1
907,C00987,0
908,C00501,1
909,C02891,0
910,C01009,1
911,C01198,1
912,C01394,1
913,C00589,1
914,C00768,0
915,C00017,1
916,C01042,1
917,C01447,1
918,C02463,1
919,C00285,1
920,C02638,1
921,C00428,1
922,C01328,0
923,C01948,0
924,C00669,1
925,C00031,0
926,C01341,1
927,C00722,1
928,C00951,1
929,C01914,1
930,C02293,1
931,C00214,0
932,C00989,0
933,C01164,0
934,C02792,1
935,C02005,1
936,C00326,1
937,C00560,1
938,C01383,0
939,C01724,1
940,C01086,0
941,C02683,1
942,C00341,1
943,C01653,1
944,C00147,0
945,C02339,1
946,C02412,1
947,C01107,0
948,C00848,1
949,C00966,1
950,C01072,1
951,C02464,0
952,C01905,0
953,C00155,1
954,C00665,1
955,C00661,1
956,C01002,0
957,C02341,1
958,C02516,1
959,C00176,1
960,C02654,1
961,C01879,1
962,C01524,1
963,C02817,1
964,C01203,1
965,C00024,1
966,C02810,1
967,C02809,1
968,C02077,1
969,C02299,0
970,C00875,0
971,C02899,0
972,C00938,1
973,C02697,1
974,C01552,1
975,C00346,1
976,C02507,1
977,C02971,1
978,C02037,0
979,C01926,1
980,C00385,0
981,C01829,1
982,C02161,1
983,C02508,0
984,C02196,0
985,C00243,0
986,C02086,1
987,C01826,0
988,C00936,0
989,C01689,1
990,C02580,1
991,C00312,0
992,C01459,1
993,C02925,1
994,C02107,1
995,C01332,1
996,C00968,1
997,C01454,1
998,C00660,0
999,C01934,1
1000,C00935,1
1001,C00370,1
1002,C00566,1
1003,C01973,0
1004,C01854,1
1005,C01024,1
1006,C00824,0
1007,C00982,1
1008,C02672,0
1009,C02956,1
1010,C01645,1
1011,C02582,1
1012,C02245,0
1013,C02118,0
1014,C00813,1
1015,C01792,0
1016,C01430,1
1017,C00778,0
1018,C01749,0
1019,C01320,1
1020,C02399,1
1021,C02871,0
1022,C01052,0
1023,C02321,0
1024,C01013,0
1025,C01928,1
1026,C01401,0
1027,C01822,1
1028,C02247,0
1029,C02493,1
1030,C02591,1
1031,C00126,1
1032,C02091,0
1033,C02134,1
1034,C00887,0
1035,C02456,1
1036,C01347,1
1037,C01007,1
1038,C00355,1
1039,C01003,1
1040,C01483,1
1041,C00682,0
1042,C00827,0
1043,C02850,0
1044,C02204,1
1045,C02691,0
1046,C00984,1
1047,C01233,1
1048,C02553,1
1049,C01639,0
1050,C00140,1
1051,C00217,1
1052,C02465,1
1053,C00362,1
1054,C02664,0
1055,C00345,1
1056,C02058,1
1057,C00022,0
1058,C00711,1
1059,C02949,0
1060,C00010,1
1061,C02416,1
1062,C01834,1
1063,C00793,0
1064,C02765,1
1065,C00094,1
1066,C00129,1
1067,C01900,1
1068,C02409,0
1069,C01932,0
1070,C02669,1
1071,C01865,1
1072,C01658,1
1073,C00516,1
1074,C01857,1
1075,C01277,0
1076,C00950,1
1077,C01120,1
1078,C00419,1
1079,C00922,0
1080,C02728,1
1081,C00477,0
1082,C02035,0
1083,C02177,1
1084,C01692,1
1085,C02212,1
1086,C01471,0
1087,C01202,0
1088,C01669,1
1089,C02774,1
1090,C01970,1
1091,C00820,1
1092,C01997,1
1093,C02868,1
1094,C01248,1
1095,C02872,0
1096,C02649,1
1097,C01046,1
1098,C01888,1
1099,C00615,1
1100,C01318,1
1101,C02884,1
1102,C02460,0
1103,C01772,1
1104,C02951,0
1105,C00131,1
1106,C00077,1
1107,C02052,0
1108,C00724,0
1109,C01314,1
1110,C01851,1
1111,C02296,1
1112,C02486,1
1113,C01372,1
1114,C01855,1
1115,C01319,1
1116,C02874,0
1117,C02171,1
1118,C00375,0
1119,C01908,0
1120,C00333,0
1121,C02251,0
1122,C02736,0
1123,C01604,1
1124,C01118,0
1125,C02828,1
1126,C01943,0
1127,C02261,0
1128,C02549,1
1129,C01342,1
1130,C00320,1
1131,C01619,0
1132,C02447,0
1133,C02060,1
1134,C01673,0
1135,C01942,0
1136,C00260,1
1137,C02354,0
1138,C02039,1
1139,C00689,1
1140,C00901,1
1141,C02026,1
1142,C00138,0
1143,C01917,0
1144,C01828,1
1145,C01573,0
1146,C00319,1
1147,C00653,1
1148,C02137,1
1149,C02322,0
1150,C00558,0
1151,C00112,0
1152,C00531,1
1153,C00224,1
1154,C00723,1
1155,C02428,1
1156,C02570,1
1157,C01433,1
1158,C02329,1
1159,C01458,0
1160,C02701,1
1161,C00846,0
1162,C00193,0
1163,C01464,1
1164,C00946,0
1165,C02021,0
1166,C01629,1
1167,C00117,1
1168,C00645,0
1169,C01870,1
1170,C00003,1
1171,C00074,1
1172,C01755,0
1173,C00467,1
1174,C00005,0
1175,C01246,1
1176,C00919,1
1177,C00228,1
1178,C01063,1
1179,C00242,0
1180,C02279,1
1181,C01160,1
1182,C02513,1
1183,C01526,1
1184,C01605,0
1185,C02784,1
1186,C02666,1
1187,C02665,1
1188,C01989,0
1189,C02609,1
1190,C01975,1
1191,C01761,1
1192,C01305,0
1193,C01541,1
1194,C00622,0
1195,C02313,0
1196,C01493,0
1197,C00110,0
1198,C02487,1
1199,C01169,1
1200,C02461,1
1201,C00232,1
1202,C00066,1
1203,C02707,1
1204,C02072,1
1205,C02192,1
1206,C00536,0
1207,C00125,1
1208,C02133,0
1209,C01254,0
1210,C02484,0
1211,C01976,1
1212,C02462,0
1213,C02488,1
1214,C02075,1
1215,C00484,0
1216,C01654,1
1217,C02676,1
1218,C02550,1
1219,C02405,1
1220,C01774,0
1221,C00918,0
1222,C01646,1
1223,C01026,1
1224,C01030,1
1225,C00882,1
1226,C01335,0
1227,C02222,1
1228,C00364,1
1229,C02125,0
1230,C00027,0
1231,C00473,0
1232,C00525,0
1233,C00725,1
1234,C00055,0
1235,C00638,1
1236,C00302,1
1237,C02608,1
1238,C01276,1
1239,C02635,0
1240,C00624,1
1241,C02055,1
1242,C01280,1
1243,C01049,0
1244,C00336,1
1245,C00047,1
1246,C00106,1
1247,C01079,0
1248,C01144,1
1249,C02440,1
1250,C01836,0
1251,C01753,1
1252,C01101,0
1253,C01968,1
1254,C00523,0
1255,C01428,0
1256,C02607,0
1257,C00603,0
1258,C01489,1
1259,C02351,0
1260,C00060,1
1261,C02749,0
1262,C00671,1
1263,C00092,1
1264,C00666,0
1265,C01887,0
1266,C00280,1
1267,C01719,1
1268,C00359,0
1269,C00899,1
1270,C01935,1
1271,C01994,0
1272,C02312,1
1273,C00760,1
1274,C02158,0
1275,C02622,1
1276,C00042,1
1277,C02173,1
1278,C00204,1
1279,C01473,1
1280,C02100,0
1281,C00068,0
1282,C01875,1
1283,C02379,1
1284,C02231,0
1285,C00137,1
1286,C00796,1
1287,C02180,0
1288,C02128,0
1289,C00758,1
1290,C00541,1
1291,C01019,1
1292,C02288,0
1293,C00165,1
1294,C00248,1
1295,C01331,0
1296,C02017,1
1297,C00446,1
1298,C01358,1
1299,C02145,0
1300,C01329,1
1301,C02910,1
1302,C02150,1
1303,C00434,1
1304,C02122,1
1305,C00577,1
1306,C02984,1
1307,C02741,1
1308,C01848,1
1309,C00762,0
1310,C00388,0
1311,C00235,1
1312,C02605,0
1313,C01984,1
1314,C00267,1
1315,C00770,1
1316,C02165,1
1317,C00437,1
1318,C00673,1
1319,C00249,1
1320,C02201,1
1321,C01574,0
1322,C02142,1
1323,C02081,0
1324,C02617,1
1325,C02903,1
1326,C02739,1
1327,C00448,1
1328,C01469,1
1329,C00716,0
1330,C02398,1
1331,C02614,1
1332,C02048,0
1333,C01901,0
1334,C01168,1
1335,C00082,0
1336,C02424,1
1337,C01460,0
1338,C01893,1
1339,C01668,0
1340,C02000,0
1341,C00475,0
1342,C00517,0
1343,C00404,0
1344,C00384,1
1345,C02981,1
1346,C02152,1
1347,C01633,1
1348,C02859,1
1349,C00688,0
1350,C01240,1
1351,C00062,0
1352,C00852,0
1353,C02751,1
1354,C02476,0
1355,C01262,1
1356,C00223,1
1357,C02193,1
1358,C00373,1
1359,C01824,1
1360,C02536,1
1361,C02869,1
1362,C02597,1
1363,C02684,0
1364,C00009,1
1365,C01944,1
1366,C01838,1
1367,C00708,1
1368,C00255,0
1369,C01617,0
1370,C00389,1
1371,C01581,0
1372,C00924,0
1373,C02036,0
1374,C02403,1
1375,C01224,1
1376,C01946,1
1377,C00739,1
1378,C00040,1
1379,C00868,1
1380,C00539,1
1381,C02510,0
1382,C01371,1
1383,C01145,0
1384,C01031,0
1385,C00372,1
1386,C00667,0
1387,C00357,1
1388,C00967,1
1389,C01353,0
1390,C01035,1
1391,C00470,0
1392,C01396,0
1393,C02620,1
1394,C01549,0
1395,C01256,0
1396,C02094,1
1397,C01555,1
1398,C02589,1
1399,C01250,1
1400,C01699,1
1401,C01252,0
1402,C02780,1
1403,C00079,1
1404,C01172,0
1405,C00814,1
1406,C01852,1
1407,C02220,1
1408,C02628,0
1409,C02105,1
1410,C00133,0
1411,C01140,1
1412,C00933,0
1413,C00928,1
1414,C00823,0
1415,C01531,1
1416,C01214,1
1417,C00504,1
1418,C02964,1
1419,C02395,1
1420,C01996,0
1421,C01958,0
1422,C01384,0
1423,C00894,0
1424,C00828,0
1425,C02920,1
1426,C01683,1
1427,C02574,1
1428,C02969,1
1429,C02512,1
1430,C00652,0
1431,C00172,0
1432,C00038,0
1433,C02860,1
1434,C00713,0
1435,C00090,1
1436,C02954,0
1437,C01205,1
1438,C02585,1
1439,C01827,1
1440,C01155,0
1441,C01324,1
1442,C00216,0
1443,C00510,1
1444,C01680,1
1445,C00499,0
1446,C02548,0
1447,C01856,1
1448,C01388,1
1449,C01519,1
1450,C02386,0
1451,C02721,1
1452,C02076,1
1453,C01540,0
1454,C01217,1
1455,C01416,1
1456,C02217,1
1457,C02621,0
1458,C01676,0
1459,C01197,0
1460,C01542,1
1461,C00953,1
1462,C00750,0
1463,C00234,1
1464,C00732,0
1465,C02992,0
1466,C01156,1
1467,C02573,0
1468,C02445,0
1469,C01209,1
1470,C01065,1
1471,C02156,0
1472,C01062,1
1473,C01167,1
1474,C01492,0
1475,C02474,1
1476,C00884,0
1477,C00143,1
1478,C02942,1
1479,C00850,0
1480,C00717,1
1481,C02864,1
1482,C00264,1
1483,C00075,0
1484,C00395,1
1485,C02545,0
1486,C02224,1
1487,C02799,0
1488,C00396,0
1489,C01365,0
1490,C02500,0
1491,C01903,1
1492,C00595,1
1493,C02109,1
1494,C01296,0
1495,C01821,0
1496,C00872,1
1497,C02911,0
1498,C02326,1
1499,C01548,1
1500,C00036,1
1501,C02526,1
1502,C02143,1
1503,C02940,1
1504,C00977,1
1505,C01571,0
1506,C01122,1
1507,C02239,1
1508,C01892,1
1509,C00675,1
1510,C00728,0
1511,C00412,1
1512,C01516,1
1513,C01649,1
1514,C00825,0
1515,C00616,0
1516,C00114,0
1517,C00417,0
1518,C01625,1
1519,C02939,1
1520,C00089,0
1521,C02082,0
1522,C00753,1
1523,C01630,1
1524,C00011,0
1525,C02444,0
1526,C00284,1
1527,C01066,1
1528,C01191,0
1529,C01440,1
1530,C02801,1
1531,C02800,0
1532,C02710,1
1533,C01568,0
1534,C02427,0
1535,C02577,1
1536,C01687,0
1537,C00851,1
1538,C02207,0
1539,C00895,1
1540,C00496,0
1541,C02305,1
1542,C01782,1
1543,C00335,1
1544,C00515,0
1545,C01348,1
1546,C01015,1
1547,C02808,1
1548,C02803,0
1549,C01781,1
1550,C01785,0
1551,C02070,1
1552,C00356,1
1553,C02852,0
1554,C01312,1
1555,C01635,1
1556,C00550,0
1557,C02388,1
1558,C02479,1
1559,C02521,1
1560,C02265,0
1561,C01227,1
1562,C02822,0
1563,C00957,0
1564,C01773,0
1565,C02141,1
1566,C01008,1
1567,C01092,0
1568,C02674,0
1569,C00996,1
1570,C01679,0
1571,C00153,1
1572,C02782,1
1573,C00580,0
1574,C01470,0
1575,C00703,1
1576,C01212,1
1577,C00896,0
1578,C00487,0
1579,C00559,0
1580,C01141,0
1581,C01119,1
1582,C00512,0
1583,C00633,1
1584,C02584,1
1585,C01664,1
1586,C01012,0
1587,C01931,1
1588,C01150,1
1589,C02805,0
1590,C00116,0
1591,C00740,1
1592,C02763,1
1593,C01974,0
1594,C01081,0
1595,C01810,0
1596,C00830,0
1597,C00119,0
1598,C00656,1
1599,C02732,0
1600,C02692,1
1601,C02932,0
1602,C00635,0
1603,C00369,1
1604,C00268,0
1605,C00046,1
1606,C00991,1
1607,C00876,0
1608,C00773,0
1609,C01219,0
1610,C01126,0
1611,C00004,1
1612,C01595,0
1613,C02311,0
1614,C02491,0
1615,C01077,1
1616,C00837,0
1617,C00681,1
1618,C01715,0
1619,C02352,0
1620,C02361,0
1621,C02197,1
1622,C01148,1
1623,C00574,1
1624,C00050,1
1625,C00853,0
1626,C01982,0
1627,C01823,0
1628,C00833,0
1629,C01115,0
1630,C01166,1
1631,C02518,0
1632,C01906,1
1633,C00971,1
1634,C00399,1
1635,C02559,1
1636,C02368,0
1637,C00019,1
1638,C00684,1
1639,C00035,1
1640,C02829,1
1641,C00524,1
1642,C02455,1
1643,C00920,1
1644,C01841,0
1645,C01890,0
1646,C00537,1
1647,C01705,0
1648,C02931,0
1649,C00245,1
1650,C00784,1
1651,C01409,0
1652,C02537,0
1653,C00154,1
1654,C01686,1
1655,C00625,0
1656,C02876,1
1657,C01346,1
1658,C00569,1
1659,C02933,0
1660,C01758,0
1661,C01816,1
1662,C02065,1
