customer_id,rfm_recency_all_time,rfm_frequency_all_time,rfm_monetary_all_time,tenure_all_time,rfm_recency_30d,rfm_frequency_30d,rfm_monetary_30d,tenure_30d,rfm_recency_60d,rfm_frequency_60d,rfm_monetary_60d,tenure_60d,rfm_recency_90d,rfm_frequency_90d,rfm_monetary_90d,tenure_90d,slope_amount,slope_days_since_previous_transaction,slope_days_until_next_transaction,slope_customer_transaction_order,slope_days_since_first_transaction,min_amount,mean_amount,mode_amount,max_amount,q1_amount,q5_amount,q10_amount,q20_amount,q30_amount,q40_amount,q50_amount,q60_amount,q70_amount,q80_amount,q90_amount,q95_amount,q99_amount,min_days_since_previous_transaction,mean_days_since_previous_transaction,mode_days_since_previous_transaction,max_days_since_previous_transaction,q1_days_since_previous_transaction,q5_days_since_previous_transaction,q10_days_since_previous_transaction,q20_days_since_previous_transaction,q30_days_since_previous_transaction,q40_days_since_previous_transaction,q50_days_since_previous_transaction,q60_days_since_previous_transaction,q70_days_since_previous_transaction,q80_days_since_previous_transaction,q90_days_since_previous_transaction,q95_days_since_previous_transaction,q99_days_since_previous_transaction,min_days_until_next_transaction,mean_days_until_next_transaction,mode_days_until_next_transaction,max_days_until_next_transaction,q1_days_until_next_transaction,q5_days_until_next_transaction,q10_days_until_next_transaction,q20_days_until_next_transaction,q30_days_until_next_transaction,q40_days_until_next_transaction,q50_days_until_next_transaction,q60_days_until_next_transaction,q70_days_until_next_transaction,q80_days_until_next_transaction,q90_days_until_next_transaction,q95_days_until_next_transaction,q99_days_until_next_transaction,min_customer_transaction_order,mean_customer_transaction_order,mode_customer_transaction_order,max_customer_transaction_order,q1_customer_transaction_order,q5_customer_transaction_order,q10_customer_transaction_order,q20_customer_transaction_order,q30_customer_transaction_order,q40_customer_transaction_order,q50_customer_transaction_order,q60_customer_transaction_order,q70_customer_transaction_order,q80_customer_transaction_order,q90_customer_transaction_order,q95_customer_transaction_order,q99_customer_transaction_order,min_days_since_first_transaction,mean_days_since_first_transaction,mode_days_since_first_transaction,max_days_since_first_transaction,q1_days_since_first_transaction,q5_days_since_first_transaction,q10_days_since_first_transaction,q20_days_since_first_transaction,q30_days_since_first_transaction,q40_days_since_first_transaction,q50_days_since_first_transaction,q60_days_since_first_transaction,q70_days_since_first_transaction,q80_days_since_first_transaction,q90_days_since_first_transaction,q95_days_since_first_transaction,q99_days_since_first_transaction
C02905,212.0,27.0,4754.23,62.0,212.0,27.0,4754.23,62.0,212.0,27.0,4754.23,62.0,212.0,27.0,4754.23,62.0,0.6198168498168526,0.04102564102564101,0.04102564102564101,1.0000000000000004,2.414529914529915,17.88,176.0825925925926,17.88,412.01,17.906,18.403000000000002,47.662000000000006,92.242,127.426,137.742,148.99,168.14,230.41199999999998,250.39,319.9020000000002,393.43899999999996,407.56139999999994,0.0,2.3846153846153846,1.0,7.0,0.0,0.25,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.5,6.0,6.75,0.0,2.3846153846153846,1.0,7.0,0.0,0.25,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.5,6.0,6.75,0.0,13.0,0.0,26.0,0.26,1.3,2.6,5.2,7.8,10.4,13.0,15.6,18.2,20.8,23.400000000000002,24.7,25.74,0.0,28.77777777777778,9.0,62.0,1.04,4.3,6.2,9.600000000000001,15.0,19.8,23.0,34.599999999999994,40.0,51.8,55.400000000000006,56.7,60.69999999999999
C00497,1.0,11.0,719.9399999999999,59.0,37.0,5.0,429.61,23.0,60.0,1.0,41.73,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01061,49.0,11.0,828.79,236.0,49.0,11.0,828.79,236.0,80.0,9.0,631.66,205.0,103.0,7.0,568.78,182.0,-9.86178571428572,5.942857142857144,2.285714285714285,1.0000000000000002,30.500000000000007,23.36,81.25428571428573,23.36,132.44,23.7644,25.382,27.404,33.05800000000001,41.931999999999995,66.96200000000002,100.07,103.994,111.54999999999998,126.37000000000002,131.762,132.101,132.3722,5.0,30.333333333333332,28.0,72.0,5.65,8.25,11.5,18.0,23.0,28.0,28.0,28.0,29.5,31.0,51.5,61.75,69.95,5.0,28.428571428571427,28.0,72.0,5.72,8.600000000000001,12.200000000000001,17.2,17.8,22.000000000000004,28.0,28.0,28.599999999999998,30.400000000000002,47.40000000000001,59.699999999999974,69.53999999999998,0.0,3.0,0.0,6.0,0.06,0.30000000000000004,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3.0,3.5999999999999996,4.199999999999999,4.800000000000001,5.4,5.699999999999999,5.9399999999999995,0.0,76.14285714285714,0.0,182.0,1.08,5.4,10.8,23.600000000000005,40.39999999999999,48.0,51.0,69.6,96.39999999999995,139.60000000000005,165.20000000000002,173.59999999999997,180.32
C00325,1.0,59.0,5651.1,81.0,31.0,35.0,3573.91,51.0,60.0,11.0,1136.23,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00342,6.0,9.0,703.48,46.0,30.0,5.0,433.86,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02356,92.0,26.0,4210.19,183.0,92.0,26.0,4210.19,183.0,92.0,26.0,4210.19,183.0,92.0,26.0,4210.19,183.0,1.668728205128204,0.34307692307692295,0.343076923076923,1.0000000000000002,7.505982905982907,14.15,161.93038461538464,14.15,410.34,16.945,26.134999999999998,29.884999999999998,46.51,65.985,86.18,143.91,203.72,234.45499999999998,280.96,303.185,329.71,391.78749999999997,0.0,7.32,2.0,21.0,0.48,2.0,2.0,2.8000000000000007,4.0,5.0,6.0,8.0,9.799999999999997,11.200000000000003,13.800000000000004,15.0,19.559999999999988,0.0,7.32,2.0,21.0,0.48,2.0,2.0,2.8000000000000007,4.0,5.0,6.0,8.0,9.799999999999997,11.200000000000003,13.800000000000004,15.0,19.559999999999988,0.0,12.5,0.0,25.0,0.25,1.25,2.5,5.0,7.5,10.0,12.5,15.0,17.5,20.0,22.5,23.75,24.75,0.0,74.34615384615384,30.0,183.0,0.5,3.75,10.0,15.0,30.0,46.0,62.0,73.0,110.5,137.0,158.5,168.25,180.0
C02266,9.0,12.0,220.79,171.0,30.0,8.0,123.71000000000001,150.0,74.0,4.0,62.53,106.0,144.0,3.0,48.44,36.0,-5.9700000000000015,11.999999999999993,29.00000000000001,1.0000000000000002,18.000000000000007,8.77,16.146666666666665,8.77,20.71,8.973799999999999,9.789,10.808,12.846,14.884,16.922,18.96,19.310000000000002,19.66,20.01,20.36,20.535,20.675,12.0,18.0,12.0,24.0,12.12,12.6,13.2,14.4,15.6,16.8,18.0,19.2,20.4,21.6,22.8,23.4,23.88,12.0,35.333333333333336,12.0,70.0,12.24,13.2,14.4,16.8,19.2,21.6,24.0,33.199999999999996,42.39999999999999,51.60000000000001,60.800000000000004,65.39999999999999,69.08,0.0,1.0,0.0,2.0,0.02,0.1,0.2,0.4,0.6,0.8,1.0,1.2,1.4,1.6,1.8,1.9,1.98,0.0,16.0,0.0,36.0,0.24,1.2000000000000002,2.4000000000000004,4.800000000000001,7.199999999999999,9.600000000000001,12.0,16.799999999999997,21.599999999999998,26.400000000000002,31.200000000000003,33.599999999999994,35.519999999999996
C00782,7.0,9.0,356.37,83.0,32.0,7.0,315.45,58.0,61.0,5.0,175.24,29.0,90.0,1.0,47.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02367,285.0,1.0,18.21,0.0,285.0,1.0,18.21,0.0,285.0,1.0,18.21,0.0,285.0,1.0,18.21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00299,2.0,2.0,376.6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01461,175.0,26.0,782.35,170.0,175.0,26.0,782.35,170.0,175.0,26.0,782.35,170.0,175.0,26.0,782.35,170.0,-0.1864649572649575,-0.28538461538461574,-0.28538461538461557,1.0000000000000002,7.25846153846154,0.8,30.09038461538461,0.8,110.07,2.0625,6.04,8.6,11.27,19.825000000000003,20.99,23.115000000000002,26.51,34.730000000000004,43.85,54.254999999999995,61.6525,98.255,0.0,6.8,1.0,28.0,0.24,1.0,1.0,1.0,2.1999999999999993,3.0,4.0,6.399999999999999,9.0,10.400000000000006,13.200000000000003,21.199999999999974,26.79999999999999,0.0,6.8,1.0,28.0,0.24,1.0,1.0,1.0,2.1999999999999993,3.0,4.0,6.399999999999999,9.0,10.400000000000006,13.200000000000003,21.199999999999974,26.79999999999999,0.0,12.5,0.0,25.0,0.25,1.25,2.5,5.0,7.5,10.0,12.5,15.0,17.5,20.0,22.5,23.75,24.75,0.0,99.26923076923077,170.0,170.0,3.0,14.5,22.5,31.0,64.5,94.0,110.5,123.0,145.5,154.0,162.5,169.0,170.0
C02373,167.0,3.0,19.76,6.0,167.0,3.0,19.76,6.0,167.0,3.0,19.76,6.0,167.0,3.0,19.76,6.0,6.3900000000000015,1.999999999999999,1.9999999999999996,1.0000000000000002,3.000000000000001,2.1,6.586666666666667,2.1,15.22,2.1068000000000002,2.134,2.168,2.236,2.304,2.372,2.44,4.9959999999999996,7.552,10.108,12.664000000000001,13.942,14.964400000000001,2.0,3.0,2.0,4.0,2.02,2.1,2.2,2.4,2.6,2.8,3.0,3.2,3.4,3.6,3.8,3.9,3.98,2.0,3.0,2.0,4.0,2.02,2.1,2.2,2.4,2.6,2.8,3.0,3.2,3.4,3.6,3.8,3.9,3.98,0.0,1.0,0.0,2.0,0.02,0.1,0.2,0.4,0.6,0.8,1.0,1.2,1.4,1.6,1.8,1.9,1.98,0.0,2.6666666666666665,0.0,6.0,0.04,0.2,0.4,0.8,1.2,1.6,2.0,2.8,3.5999999999999996,4.4,5.2,5.6,5.92
C00303,15.0,4.0,44.68,38.0,51.0,2.0,7.86,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01237,34.0,4.0,136.01999999999998,74.0,34.0,4.0,136.01999999999998,74.0,103.0,2.0,85.66999999999999,5.0,103.0,2.0,85.66999999999999,5.0,51.02999999999999,,46.99999999999999,0.9999999999999998,4.999999999999999,17.32,42.834999999999994,17.32,68.35,17.8303,19.8715,22.423000000000002,27.526,32.629,37.732,42.834999999999994,47.937999999999995,53.041,58.144,63.247,65.79849999999999,67.8397,,,,,,,,,,,,,,,,,,5.0,28.5,5.0,52.0,5.47,7.35,9.7,14.4,19.1,23.8,28.5,33.2,37.9,42.6,47.3,49.65,51.53,0.0,0.5,0.0,1.0,0.01,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.99,0.0,2.5,0.0,5.0,0.05,0.25,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,4.75,4.95
C02571,109.0,5.0,260.45000000000005,22.0,109.0,5.0,260.45000000000005,22.0,109.0,5.0,260.45000000000005,22.0,109.0,5.0,260.45000000000005,22.0,1.5489999999999933,3.7999999999999994,3.7999999999999994,1.0,5.000000000000001,10.16,52.09000000000001,10.16,87.59,11.1572,15.146,20.132,30.104000000000003,37.02,40.88,44.74,59.992,75.244,83.81400000000001,85.702,86.646,87.4012,2.0,5.5,2.0,14.0,2.0,2.0,2.0,2.0,2.0,2.4000000000000004,3.0,3.5999999999999996,4.9999999999999964,8.000000000000004,11.000000000000002,12.499999999999996,13.699999999999998,2.0,5.5,2.0,14.0,2.0,2.0,2.0,2.0,2.0,2.4000000000000004,3.0,3.5999999999999996,4.9999999999999964,8.000000000000004,11.000000000000002,12.499999999999996,13.699999999999998,0.0,2.0,0.0,4.0,0.04,0.2,0.4,0.8,1.2,1.6,2.0,2.4,2.8,3.2,3.6,3.8,3.96,0.0,7.2,0.0,22.0,0.08,0.4,0.8,1.6,2.4,3.2,4.0,5.6,7.199999999999999,10.800000000000002,16.400000000000002,19.199999999999996,21.439999999999998
C01656,81.0,1.0,15.69,0.0,81.0,1.0,15.69,0.0,81.0,1.0,15.69,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00664,184.0,1.0,117.59,0.0,184.0,1.0,117.59,0.0,184.0,1.0,117.59,0.0,184.0,1.0,117.59,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01690,120.0,2.0,68.1,1.0,120.0,2.0,68.1,1.0,120.0,2.0,68.1,1.0,120.0,2.0,68.1,1.0,47.19999999999998,,,0.9999999999999998,0.9999999999999998,10.45,34.05,10.45,57.65,10.921999999999999,12.809999999999999,15.17,19.89,24.61,29.330000000000002,34.05,38.769999999999996,43.489999999999995,48.21,52.93,55.29,57.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5,0.0,1.0,0.01,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.99,0.0,0.5,0.0,1.0,0.01,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.99
C00220,261.0,1.0,53.14,0.0,261.0,1.0,53.14,0.0,261.0,1.0,53.14,0.0,261.0,1.0,53.14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01626,4.0,19.0,2560.81,41.0,31.0,11.0,1729.75,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01188,30.0,6.0,432.53,201.0,30.0,6.0,432.53,201.0,224.0,3.0,313.53,7.0,224.0,3.0,313.53,7.0,-57.61499999999998,4.999999999999997,82.50000000000001,1.0000000000000002,3.500000000000001,62.91,104.50999999999999,62.91,178.14,63.1014,63.867,64.824,66.738,68.652,70.566,72.48,93.612,114.74399999999999,135.876,157.00799999999998,167.57399999999998,176.02679999999998,1.0,3.5,1.0,6.0,1.05,1.25,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,5.75,5.95,1.0,57.666666666666664,1.0,166.0,1.1,1.5,2.0,3.0,4.0,5.0,6.0,37.99999999999999,69.99999999999999,102.00000000000001,134.0,150.0,162.8,0.0,1.0,0.0,2.0,0.02,0.1,0.2,0.4,0.6,0.8,1.0,1.2,1.4,1.6,1.8,1.9,1.98,0.0,2.6666666666666665,0.0,7.0,0.02,0.1,0.2,0.4,0.6,0.8,1.0,2.1999999999999997,3.3999999999999995,4.6000000000000005,5.800000000000001,6.3999999999999995,6.88
C01455,61.0,14.0,1408.54,50.0,61.0,14.0,1408.54,50.0,61.0,14.0,1408.54,50.0,96.0,5.0,575.83,15.0,-24.295000000000027,0.10000000000000017,0.6999999999999995,1.0,3.9000000000000004,17.2,115.16600000000001,17.2,187.09,20.0704,31.552,45.903999999999996,74.608,96.586,111.83800000000001,127.09,138.45,149.81,161.81,174.45000000000002,180.77,185.826,1.0,3.75,1.0,8.0,1.03,1.15,1.3,1.6,1.9,2.4000000000000004,3.0,3.5999999999999996,4.399999999999999,5.600000000000001,6.800000000000001,7.399999999999999,7.879999999999999,1.0,4.4,1.0,8.0,1.04,1.2,1.4,1.8,2.4,3.2,4.0,5.199999999999999,6.3999999999999995,7.2,7.6,7.8,7.96,0.0,2.0,0.0,4.0,0.04,0.2,0.4,0.8,1.2,1.6,2.0,2.4,2.8,3.2,3.6,3.8,3.96,0.0,7.4,0.0,15.0,0.16,0.8,1.6,3.2,4.2,4.6,5.0,8.2,11.399999999999999,13.4,14.2,14.6,14.92
C00449,20.0,9.0,161.84,95.0,30.0,8.0,140.1,85.0,73.0,4.0,99.28999999999999,42.0,100.0,2.0,67.91,15.0,28.68999999999999,,9.999999999999996,0.9999999999999998,14.999999999999996,19.61,33.955,19.61,48.3,19.8969,21.0445,22.479,25.348,28.217,31.086,33.955,36.824,39.693,42.562,45.431,46.8655,48.013099999999994,,,,,,,,,,,,,,,,,,15.0,20.0,15.0,25.0,15.1,15.5,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,24.5,24.9,0.0,0.5,0.0,1.0,0.01,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.99,0.0,7.5,0.0,15.0,0.15,0.75,1.5,3.0,4.5,6.0,7.5,9.0,10.5,12.0,13.5,14.25,14.85
C02002,63.0,5.0,164.93,34.0,63.0,5.0,164.93,34.0,63.0,5.0,164.93,34.0,96.0,2.0,61.230000000000004,1.0,-8.890000000000006,,10.999999999999998,0.9999999999999998,0.9999999999999998,26.17,30.615000000000002,26.17,35.06,26.2589,26.614500000000003,27.059,27.948,28.837000000000003,29.726000000000003,30.615000000000002,31.504,32.393,33.282000000000004,34.171,34.615500000000004,34.9711,,,,,,,,,,,,,,,,,,1.0,6.5,1.0,12.0,1.11,1.55,2.1,3.2,4.3,5.4,6.5,7.6,8.7,9.8,10.9,11.45,11.89,0.0,0.5,0.0,1.0,0.01,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.99,0.0,0.5,0.0,1.0,0.01,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.99
C02616,0.0,52.0,1950.8,69.0,31.0,32.0,1280.83,38.0,60.0,6.0,245.17000000000002,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00084,89.0,1.0,66.59,0.0,89.0,1.0,66.59,0.0,89.0,1.0,66.59,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00941,23.0,14.0,1478.35,78.0,40.0,13.0,1389.96,61.0,63.0,8.0,890.9,38.0,101.0,1.0,286.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
